Channel Title,Channel Username,ID,Message,Date,Media Path
AwasMart-አዋስማርት🎁,@AwasMart,8925,"☄️5-in-1 Trouser Hanger የሱሪ ማስቀመጫ

👉 የሱሪ ማስቀመጫ ሱሪዎ ወይም ልብስዎ ባለበት ንፅህናው እንደተጠበቀ ሳይጨማደድ ለማስቀመጥ ተመራጭ

👉Material: Stainless steel
👉Type: Foldable
👉High quality, resistant and durable
👉Easy to use, light and handy
👉2 hook hanger
👉Movable rods make it easier to remove trousers
👉Saves space in the wardrobe
👉Keeps trousers tidy
👉2 Positions: horizontal or vertical position
👉Suitable for bathroom, bedroom, dormitory, ect.
👉Size:24cmx33cmx6cm

ዋጋ💵፦  💰600 ብር

💬በቴሌግራም ለማዘዝ @awasadmin1
                                        @awasadmin2

📍አድራሻችን:-
1️⃣.📌መገናኛ ኪኔሬት ሕንፃ 1ኛ ፎቅ ቁ. 101 (ንግድ ባንክ እና ጎህ ቤቶች ባንክ ያሉበት) 

2️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

3️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart         ",2024-09-30 06:15:36+00:00,photos\@AwasMart_8925.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8924,❇️ Portable Outdoor shower Pump,2024-09-29 19:00:44+00:00,
AwasMart-አዋስማርት🎁,@AwasMart,8923,❇️ Portable Outdoor shower Pump,2024-09-29 19:00:43+00:00,
AwasMart-አዋስማርት🎁,@AwasMart,8922,,2024-09-29 19:00:43+00:00,photos\@AwasMart_8922.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8921,,2024-09-29 19:00:43+00:00,photos\@AwasMart_8921.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8920,,2024-09-29 19:00:43+00:00,photos\@AwasMart_8920.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8919,,2024-09-29 19:00:43+00:00,photos\@AwasMart_8919.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8918,,2024-09-29 19:00:43+00:00,photos\@AwasMart_8918.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8917,,2024-09-29 19:00:43+00:00,photos\@AwasMart_8917.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8916,,2024-09-29 19:00:43+00:00,photos\@AwasMart_8916.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8915,,2024-09-29 19:00:43+00:00,photos\@AwasMart_8915.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8914,,2024-09-29 19:00:43+00:00,photos\@AwasMart_8914.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8913,"❇️ Portable Outdoor shower Pump 
      👉🏿👉🏿 Average Quality 👈🏿👈🏿

👉በቻርጅ የሚሰራ ተንቀሳቃሽ ሻወር ፓምፕ
📈 1.5ሜትር ይረዝማል
📈 ለሁሉም ቦታ መሆን የሚችል 
📈 ተንቀሳቃሽ ሻውር 
📈 ለአያያዝ ምቹ

💥Portable Outdoor Camping Shower
⚡️Easy to install and operate
⚡️Compact and Portable
⚡️Perfect Solution

#Product_Specifications:
⚡️Battery capacity: 2,200mAh
⚡️Output: 5V, 0.5-2A
⚡️Water Flow Speed: 4.5L/min 
⚡️Hose length: 1.5m

👉Suitable for Hiking, Pet Cleaning, Car Washing

❇️Anti slip tape

Size:- 5mm*5m

       ዋጋ💵፦  💰 2,000 ብር

💬በቴሌግራም ለማዘዝ @awasadmin1
                                        @awasadmin2

📍አድራሻችን:-
1️⃣.📌መገናኛ ኪኔሬት ሕንፃ 1ኛ ፎቅ ቁ. 101 (ንግድ ባንክ እና ጎህ ቤቶች ባንክ ያሉበት) 

2️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

3️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",2024-09-29 19:00:43+00:00,photos\@AwasMart_8913.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8912,"👷‍♂👷‍♂👷‍♂👷‍♂👷‍♂👷‍♂👷‍♀👷‍♀👷‍♀👷‍♀👷‍♀👷‍♀
❇️Toddler Head protector helmet",2024-09-29 12:17:34+00:00,
AwasMart-አዋስማርት🎁,@AwasMart,8911,"👷‍♂👷‍♂👷‍♂👷‍♂👷‍♂👷‍♂👷‍♀👷‍♀👷‍♀👷‍♀👷‍♀👷‍♀
❇️Toddler Head protector helmet

       ዋጋ💵፦  💰 550 ብር

💬በቴሌግራም ለማዘዝ @awasadmin1
                                        @awasadmin2

📍አድራሻችን:-
1️⃣.📌መገናኛ ኪኔሬት ሕንፃ 1ኛ ፎቅ ቁ. 101 (ዋአች ሕንፃ ፊትለፊት ንግድ ባንክ እና ጎህ ቤቶች ባንክ ያሉበት) 

2️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

3️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🔔 ቴሌግራም ቻናል t.me/AwasMart",2024-09-29 12:17:34+00:00,photos\@AwasMart_8911.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8910,🎯 Anti-Crack Heel Silicone Socks,2024-09-29 08:14:20+00:00,
AwasMart-አዋስማርት🎁,@AwasMart,8909,"🎯 Anti-Crack Heel Silicone Socks

🔰Silicone Gel Heel Pad Socks for Pain Relief...and anty crack heel pad .

#HOW_TO_USE
🔰Make your feet easy and dry in warm water.
👉Apply some cream or medicine to your toes.
🔰Wear the Purastep Silicone Gel Heel Socks for a few hours or overnight or as consistent with your requirement.

#Available_Color: #Pink

       ዋጋ💵፦  💰 200 ብር

💬በቴሌግራም ለማዘዝ @awasadmin1
                                        @awasadmin2

📍አድራሻችን:-
1️⃣.📌መገናኛ ኪኔሬት ሕንፃ 1ኛ ፎቅ ቁ. 101 (ንግድ ባንክ እና ጎህ ቤቶች ባንክ ያሉበት) 

2️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

3️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",2024-09-29 08:14:20+00:00,photos\@AwasMart_8909.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8908,"🔖🔖🔖🔖🔖🔖🔖🔖🔖🔖🔖🔖
ውድ ደንበኞቻችን ሱቃችን ነገ እሁድ ከ4:30-11:00 ሰዓት ክፍት መሆኑን በአክብሮት እንገልፃለን።

📍አድራሻችን:-
📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",2024-09-28 16:29:32+00:00,photos\@AwasMart_8908.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8907,,2024-09-28 16:29:16+00:00,photos\@AwasMart_8907.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8906,,2024-09-28 16:29:16+00:00,photos\@AwasMart_8906.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8905,,2024-09-28 16:29:16+00:00,photos\@AwasMart_8905.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8904,,2024-09-28 16:29:16+00:00,photos\@AwasMart_8904.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8903,,2024-09-28 16:29:16+00:00,photos\@AwasMart_8903.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8902,"😴😴😴😴😴😴😴😴😴😴😴😴
Camping sleeping bag

       ዋጋ💵፦  💰 3,700 ብር

💬በቴሌግራም ለማዘዝ @awasadmin1
                                        @awasadmin2

📍አድራሻችን:-
1️⃣.📌መገናኛ ኪኔሬት ሕንፃ 1ኛ ፎቅ ቁ. 101 (ንግድ ባንክ እና ጎህ ቤቶች ባንክ ያሉበት) 

2️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

3️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",2024-09-28 16:28:56+00:00,photos\@AwasMart_8902.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8901,❇️Wet Basket Vegetable Cutter,2024-09-28 12:20:47+00:00,
AwasMart-አዋስማርት🎁,@AwasMart,8900,"❇️Wet Basket Vegetable Cutter

         ዋጋ💵፦  💰 800 ብር

💬በቴሌግራም ለማዘዝ @awasadmin1
                                        @awasadmin2

📍አድራሻችን:-
1️⃣.📌መገናኛ ኪኔሬት ሕንፃ 1ኛ ፎቅ ቁ. 101 (ዋአች ሕንፃ ፊትለፊት ንግድ ባንክ እና ጎህ ቤቶች ባንክ ያሉበት) 

2️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

3️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🔔 ቴሌግራም ቻናል t.me/AwasMart",2024-09-28 12:20:47+00:00,photos\@AwasMart_8900.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8899,"❇️Portable Electronic Scale
ዘመናዊ በኤሌክትሮኒክስ የሚሰራ ሚዛን

🔰 እስከ 50 ኪሎ ይመዝናል
🔰 በባትሪ ድንጋይ የሚሰራ
🔰  በቀላሉ በኪስ የሚያዝ
🔰 ትክክለኛ ልኬት 

Specification:

🔰 Material: ABS, stainless steel
🔰 Capacity : 50kg /110lb
🔰 Accuracy: 10g / 0.2lb
🔰 Units: kg / lb / oz / g
🔰Auto power-off: 30 seconds
🔰 Power supply:  2* AAA Battery

         ዋጋ💵፦  💰 750 ብር

💬በቴሌግራም ለማዘዝ @awasadmin1
                                        @awasadmin2

📍አድራሻችን:-
1️⃣.📌መገናኛ ኪኔሬት ሕንፃ 1ኛ ፎቅ ቁ. 101 (ዋአች ሕንፃ ፊትለፊት ንግድ ባንክ እና ጎህ ቤቶች ባንክ ያሉበት) 

2️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

3️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",2024-09-28 06:38:26+00:00,photos\@AwasMart_8899.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8898,,2024-09-27 17:31:28+00:00,photos\@AwasMart_8898.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8897,,2024-09-27 17:31:28+00:00,photos\@AwasMart_8897.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8896,"❇️High Knee Baby Crawling Socks

    ዋጋ🫰፦  💰350 ብር

👉💬በቴሌግራም ለማዘዝ @awasadmin1
                                        @awasadmin2

📍አድራሻችን:-
1️⃣.📌መገናኛ ኪኔሬት ሕንፃ 1ኛ ፎቅ ቁ. 101 (ዋአች ሕንፃ ፊትለፊት ንግድ ባንክ እና ጎህ ቤቶች ባንክ ያሉበት) 

2️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

3️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🔔 ቴሌግራም ቻናል t.me/AwasMart",2024-09-27 17:31:28+00:00,photos\@AwasMart_8896.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8895,🥶❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️Expandable Plastic Space Saver Fridge Storage Rack Box Food Organizer Tray,2024-09-27 12:10:23+00:00,
AwasMart-አዋስማርት🎁,@AwasMart,8894,🥶❄️❄️❄️❄️❄️❄️❄️❄️❄️❄️Expandable Plastic Space Saver Fridge Storage Rack Box Food Organizer Tray,2024-09-27 12:08:33+00:00,
AwasMart-አዋስማርት🎁,@AwasMart,8893,"❇️Expandable Plastic Space Saver Fridge Storage Rack Box Food Organizer Tray.

 🔰Adjustable Design, 
 🔰Expandable, 
 🔰Simple to Install According to the Size, 
 🔰Fast Removal and Easy to Clean, Moved, Washable and Space-Saving.

       ዋጋ💵፦  💰 300 ብር

💬በቴሌግራም ለማዘዝ @awasadmin1
                                        @awasadmin2

📍አድራሻችን:-
1️⃣.📌መገናኛ ኪኔሬት ሕንፃ 1ኛ ፎቅ ቁ. 101 (ንግድ ባንክ እና ጎህ ቤቶች ባንክ ያሉበት) 

2️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

3️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",2024-09-27 12:08:33+00:00,photos\@AwasMart_8893.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8892,"እንኳን ለብርሃነ መስቀሉ በሰላም አደረሳችሁ።

በዓሉ የሰላም የጤናና የመተሳሰብ እንዲሆን እንመኛለን!

📍አድራሻችን:-
1️⃣.📌መገናኛ ኪኔሬት ሕንፃ 1ኛ ፎቅ ቁ. 101 (ዋአች ሕንፃ ፊትለፊት ንግድ ባንክ እና ጎህ ቤቶች ባንክ ያሉበት) 

2️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

3️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🔔 ቴሌግራም ቻናል t.me/AwasMart",2024-09-27 10:24:09+00:00,photos\@AwasMart_8892.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8891,🕯Rose diamond table lamp 🧙‍♀️,2024-09-26 17:11:41+00:00,
AwasMart-አዋስማርት🎁,@AwasMart,8890,🕯Rose diamond table lamp 🧙‍♀️,2024-09-26 17:10:18+00:00,
AwasMart-አዋስማርት🎁,@AwasMart,8889,🕯Rose diamond table lamp 🧙‍♀️,2024-09-26 17:10:18+00:00,
AwasMart-አዋስማርት🎁,@AwasMart,8888,,2024-09-26 17:10:18+00:00,photos\@AwasMart_8888.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8887,,2024-09-26 17:10:18+00:00,photos\@AwasMart_8887.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8886,,2024-09-26 17:10:18+00:00,photos\@AwasMart_8886.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8885,"🦌Rose diamond table lamp🔥

👉Very suitable for desktop night lights in living rooms, bedrooms, restaurants, hotels, etc.

💥Switch model: Touch
👉USB Rechargeable
👉Battery capacity: 500mAh
👉16 Colors Changing Mode
👉 Long Battery Life

#Package_Included:
1x Crystal Lamp
1x charging cable
1×remot control

    ዋጋ🫰፦  💰1,100 ብር

👉💬በቴሌግራም ለማዘዝ @awasadmin1
                                        @awasadmin2

👉አድራሻችን:-
1.📌መገናኛ ኪኔሬት ሕንፃ 1ኛ ፎቅ ቁ. 101 (ንግድ ባንክ እና ጎህ ቤቶች ባንክ ያሉበት) 

2.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

3.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👉ለወዳጅዎ ስላጋሩ እናመሠግናለን 🙏

👉 ቴሌግራም ቻናል t.me/AwasMart",2024-09-26 17:09:54+00:00,photos\@AwasMart_8885.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8884,"📌📌📌📌📌📌📌📌📌📌📌
🚽Super Absorbent Bathroom Mat",2024-09-26 12:45:37+00:00,
AwasMart-አዋስማርት🎁,@AwasMart,8883,"📌📌📌📌📌📌📌📌📌📌📌
🚽Super Absorbent Bathroom Mat",2024-09-26 12:45:37+00:00,
AwasMart-አዋስማርት🎁,@AwasMart,8882,"🚽Super Absorbent Bathroom Mat

👉Soft anti-slip water absorbent
👉Kitchen mat
👉Living room carpet
👉Bathroom mat
👉Door mat

👉 available in differnt colors and designs

       ዋጋ💵፦  💰900 ብር

💬በቴሌግራም ለማዘዝ @awasadmin1
                                        @awasadmin2

📍አድራሻችን:-
1️⃣.📌መገናኛ ኪኔሬት ሕንፃ 1ኛ ፎቅ ቁ. 101 (ንግድ ባንክ እና ጎህ ቤቶች ባንክ ያሉበት) 

2️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

3️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",2024-09-26 12:45:37+00:00,photos\@AwasMart_8882.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8881,"🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔
❇️Crepe maker",2024-09-26 05:07:03+00:00,
AwasMart-አዋስማርት🎁,@AwasMart,8880,"🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔
❇️Crepe maker
          💯High quality 

🔥ለ ፖን ኬክ፣ ለፈጢራ ፣ለጨጨብሳ እና ለሻዋርማ


⚡Material of Plate: Stainless Steel
⚡Voltage: 220V
⚡Power: 650W
⚡Multifunctional as a griddle 
⚡Automatic temperature control 
⚡Function: Shallow Oil Fry,Bake,Energy Saver,Non-Stick Coating
⚡Size of the pancake maker: the diameter of the pans is 20cm and of the plate is 22cm

ዋጋ💵፦  💰 2,000 ብር

💬በቴሌግራም ለማዘዝ @awasadmin1
                                        @awasadmin2

📍አድራሻችን:-
1️⃣.📌መገናኛ ኪኔሬት ሕንፃ 1ኛ ፎቅ ቁ. 101 (ዋአች ሕንፃ ፊትለፊት ንግድ ባንክ እና ጎህ ቤቶች ባንክ ያሉበት) 

2️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

3️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🔔 ቴሌግራም ቻናል t.me/AwasMart",2024-09-26 05:07:03+00:00,photos\@AwasMart_8880.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8879,❇️16 in 1 Multipurpose Vegetable Cutter,2024-09-25 18:23:32+00:00,
AwasMart-አዋስማርት🎁,@AwasMart,8878,"❇️16 in 1 Multipurpose Vegetable Cutter

    ዋጋ💵፦  💰1,200 ብር

💬በቴሌግራም ለማዘዝ @awasadmin1
                                        @awasadmin2

📍አድራሻችን:-
1️⃣.📌መገናኛ ኪኔሬት ሕንፃ 1ኛ ፎቅ ቁ. 101 (ዋአች ሕንፃ ፊትለፊት ንግድ ባንክ እና ጎህ ቤቶች ባንክ ያሉበት) 

2️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

3️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🔔 ቴሌግራም ቻናል t.me/AwasMart",2024-09-25 18:23:31+00:00,photos\@AwasMart_8878.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8877,"❇️Tempered glass bakeware set 3pcs
የመስታዎት ፓትራዎች 🥧 🥮",2024-09-25 13:11:19+00:00,
AwasMart-አዋስማርት🎁,@AwasMart,8876,"AwasMart-አዋስማርት🎁:
❇️Tempered glass bakeware set 3pcs
የመስታዎት ፓትራዎች 🥧 🥮 

👉Oval shaped

🔰ገበታ ላይ መቅረብ የሚችሉ ውብ የመስታዎት ፓትራዎች 
   
🔰 ሶስት የተለያየ መጠን ያላቸው 

🔰ለላዛኛ ፣ ፓስታ ፍርኖ፣ ኬክ  ተመራጭ

🔰ውብና ማራኪ ገበታ ላይ  መቅረብ የሚችሉ 

🔰ውፍራም ማንኛውንም ሙቀት የሚቋቋም

       ዋጋ💵፦  💰 4,000 ብር

💬በቴሌግራም ለማዘዝ @awasadmin1
                                        @awasadmin2

📍አድራሻችን:-
1️⃣.📌መገናኛ ኪኔሬት ሕንፃ 1ኛ ፎቅ ቁ. 101 (ንግድ ባንክ እና ጎህ ቤቶች ባንክ ያሉበት) 

2️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

3️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌

❇️Tempered glass bakeware set 3pcs
የመስታዎት ፓትራዎች 🥧 🥮",2024-09-25 13:11:16+00:00,photos\@AwasMart_8876.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8875,❇️Travel Squeeze Bottle,2024-09-25 06:37:57+00:00,
AwasMart-አዋስማርት🎁,@AwasMart,8874,❇️Travel Squeeze Bottle,2024-09-25 06:37:48+00:00,
AwasMart-አዋስማርት🎁,@AwasMart,8873,,2024-09-25 06:37:43+00:00,photos\@AwasMart_8873.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8872,,2024-09-25 06:37:42+00:00,photos\@AwasMart_8872.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8871,,2024-09-25 06:37:42+00:00,photos\@AwasMart_8871.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8870,,2024-09-25 06:37:42+00:00,photos\@AwasMart_8870.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8869,,2024-09-25 06:37:42+00:00,photos\@AwasMart_8869.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8868,,2024-09-25 06:37:42+00:00,photos\@AwasMart_8868.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8867,"❇️Travel Squeeze Bottle

👉4 pack 
👉Capacity:- 90ml

       ዋጋ💵፦  💰 600 ብር

💬በቴሌግራም ለማዘዝ @awasadmin1
                                        @awasadmin2

📍አድራሻችን:-
1️⃣.📌መገናኛ ኪኔሬት ሕንፃ 1ኛ ፎቅ ቁ. 101 (ዋአች ሕንፃ ፊትለፊት ንግድ ባንክ እና ጎህ ቤቶች ባንክ ያሉበት) 

2️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

3️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🔔 ቴሌግራም ቻናል t.me/AwasMart",2024-09-25 06:36:39+00:00,photos\@AwasMart_8867.jpg
AwasMart-አዋስማርት🎁,@AwasMart,8866,"🥞🥞🥞🥞🥞🥞🥞🥞🥞🥞🥞🥞
❇️Smiley Face Non Stick Pancake Pan",2024-09-24 18:27:24+00:00,
AwasMart-አዋስማርት🎁,@AwasMart,8865,,2024-09-24 18:26:53+00:00,photos\@AwasMart_8865.jpg
